-0.22607,-0.34946,-0.54265,-0.70716,-0.40099,-0.168,0.086331,0.1641,0.037675,0.029307,0.027613,-0.00085765,-0.071114,-0.19403,-0.38877,-0.42043,-0.36954,-0.4607,-0.78084,-1.0034,-0.95911,-0.96446,-1.0685,-1.1576,-1.177,-1.1718,-1.0773,-1.0758,-1.0262,-0.80085,-0.69086,-0.9263,-1.2866,-1.0912,-0.86611,-0.96551,-0.92134,-0.90008,-0.91455,-0.89592,-0.631,-0.52254,-0.5798,-0.70153,-0.53142,-0.4528,-0.56716,-0.50856,-0.44374,-0.39119,-0.40769,-0.39146,-0.25839,0.0029784,0.014536,-0.31041,-0.47793,-0.38594,-0.27718,-0.36444
-0.94083,-1.0323,-1.2039,-1.3813,-1.1456,-0.85728,-0.85267,-1.0297,-1.0084,-0.80948,-0.7338,-0.79044,-0.84794,-0.93597,-1.1463,-1.1865,-1.1086,-1.0797,-1.3026,-1.6653,-1.7883,-1.8146,-1.9229,-2.029,-2.0632,-2.0402,-1.9205,-1.8881,-1.971,-1.9572,-1.8867,-2.0231,-2.3287,-2.237,-2.1226,-2.1888,-2.1124,-2.0409,-2.0256,-1.9911,-1.6915,-1.5334,-1.5613,-1.5939,-1.4195,-1.3063,-1.3989,-1.3911,-1.3863,-1.4089,-1.4484,-1.4123,-1.2515,-1.0386,-0.9382,-1.1286,-1.2343,-1.208,-1.2869,-1.431
-1.4113,-1.5635,-1.6918,-1.8206,-1.3764,-0.81004,-0.61022,-0.61872,-0.18964,0.20191,0.063881,-0.22531,-0.41973,-0.64078,-0.92777,-0.94367,-0.84845,-0.75203,-0.88906,-1.3583,-1.5041,-1.5003,-1.6845,-1.881,-2.0188,-2.0923,-1.9298,-1.8003,-1.8684,-1.8496,-1.5401,-1.4561,-1.7347,-1.5934,-1.4407,-1.6275,-1.6653,-1.7239,-1.7788,-1.7176,-1.357,-1.2564,-1.2757,-1.0789,-0.93773,-0.87149,-0.93494,-1.0295,-1.1737,-1.3559,-1.4786,-1.4681,-1.2031,-0.68691,-0.23234,-0.21783,-0.27927,-0.23973,-0.42629,-0.71186
-1.4009,-1.6136,-1.7625,-1.8893,-1.7939,-1.5066,-1.2178,-1.1986,-0.72613,-0.16071,-0.19461,-0.43272,-0.61068,-0.85449,-1.1238,-1.1256,-1.1021,-1.1318,-1.2522,-1.4957,-1.6433,-1.8212,-2.0387,-2.2104,-2.3485,-2.3961,-2.1849,-2.0315,-2.1042,-2.168,-2.1622,-2.2754,-2.5359,-2.3404,-2.1332,-2.2536,-2.2045,-2.1883,-2.1857,-2.0672,-1.8244,-1.6565,-1.4447,-1.3626,-1.4709,-1.3743,-1.3124,-1.3473,-1.4335,-1.6189,-1.727,-1.6891,-1.4978,-0.75325,-0.27933,-0.58462,-0.90759,-1.1068,-1.3417,-1.5296
-1.4536,-1.6454,-1.7604,-1.8604,-1.8163,-1.4495,-1.0855,-0.84466,-0.16874,0.3364,0.23441,0.034533,-0.14943,-0.41473,-0.72497,-0.67663,-0.51212,-0.50582,-0.58955,-0.70451,-0.86509,-1.1461,-1.4372,-1.6549,-1.8157,-1.894,-1.7239,-1.4838,-1.4246,-1.4709,-1.6846,-1.9568,-2.2648,-2.1881,-2.082,-2.1964,-2.1223,-2.0326,-1.9652,-1.8082,-1.6211,-1.5056,-1.5359,-1.7096,-1.8426,-1.707,-1.6294,-1.5516,-1.5083,-1.6457,-1.7627,-1.7025,-1.522,-0.77359,-0.39216,-0.79058,-1.1219,-1.3745,-1.6165,-1.7922
-0.68975,-0.86036,-1.0114,-1.1779,-1.1859,-0.99096,-0.61726,-0.13773,0.33863,0.52233,0.34334,0.17735,0.04804,-0.18895,-0.45546,-0.41068,-0.18564,-0.10034,-0.32185,-0.54038,-0.70694,-0.98644,-1.262,-1.4758,-1.6119,-1.6938,-1.5695,-1.2809,-1.0654,-0.90525,-0.95255,-1.1763,-1.5206,-1.5822,-1.5608,-1.6884,-1.6621,-1.5377,-1.3864,-1.1962,-0.98619,-0.83923,-0.95425,-1.2484,-1.3968,-1.2634,-1.272,-1.2432,-1.2018,-1.3181,-1.4439,-1.2648,-0.9912,-0.24298,0.074085,-0.32588,-0.68364,-0.98331,-1.2077,-1.4084
-0.2082,-0.40154,-0.59791,-0.85132,-0.88093,-0.68222,-0.08344,0.35298,0.51495,0.62909,0.44118,0.22074,0.035521,-0.24463,-0.46872,-0.49223,-0.22816,-0.074573,-0.096481,-0.2835,-0.67139,-0.94356,-1.1848,-1.4021,-1.5408,-1.6459,-1.6005,-1.3151,-0.68146,-0.092196,0.080483,-0.11011,-0.60443,-0.87966,-0.98224,-1.0799,-1.1303,-1.1435,-1.0118,-0.84446,-0.61606,-0.20643,-0.21917,-0.79892,-0.96487,-0.57989,-0.53533,-0.5965,-0.64894,-0.82399,-0.99808,-0.79829,-0.47345,0.019908,0.23004,0.089972,-0.025749,-0.35445,-0.64793,-0.85485
0.30385,0.049859,-0.1735,-0.46663,-0.59155,-0.48763,-0.30468,0.040073,0.51102,0.63454,0.40283,0.25245,0.075522,-0.19209,-0.34516,-0.34327,-0.049755,0.067743,0.20134,0.21263,-0.27099,-0.65669,-0.95738,-1.1786,-1.3513,-1.4715,-1.4812,-1.2915,-0.57633,0.055257,0.039722,-0.29788,-0.83819,-1.1415,-1.2582,-1.2834,-1.3303,-1.3436,-1.1837,-0.91523,-0.57137,-0.21106,-0.37229,-1.0155,-1.1302,-0.82127,-0.87004,-0.94748,-0.99954,-1.1434,-1.2844,-0.98604,-0.52633,-0.11774,0.11459,0.05223,0.0073911,-0.2521,-0.5317,-0.71838
0.12474,-0.080037,-0.2576,-0.46891,-0.60787,-0.54181,-0.55446,-0.074034,0.71189,0.91181,0.67921,0.59123,0.4939,0.26011,0.21225,0.26155,0.46553,0.48497,0.7275,0.80212,0.18345,-0.36688,-0.75147,-1.0016,-1.2076,-1.283,-1.2976,-1.1999,-0.5605,-0.033568,-0.2928,-0.78095,-1.3162,-1.568,-1.6254,-1.5563,-1.5877,-1.5881,-1.3897,-1.0955,-0.71668,-0.27761,-0.45836,-1.1125,-1.3244,-0.97675,-0.88322,-0.99633,-1.0596,-1.2102,-1.3014,-0.79653,-0.1157,0.4188,0.33742,-0.010149,-0.11304,-0.41625,-0.59503,-0.72139
0.29908,0.1705,0.072191,-0.067795,-0.19098,0.015231,0.22743,0.53127,1.0319,1.2255,1.0212,0.91837,0.80331,0.59338,0.54745,0.58528,0.80551,0.7162,0.70788,0.58909,-0.099852,-0.60147,-0.9582,-1.1917,-1.3671,-1.3705,-1.2237,-1.1102,-0.53673,0.0022149,-0.35681,-0.86371,-1.3902,-1.6638,-1.7651,-1.7132,-1.737,-1.7575,-1.5918,-1.329,-1.0588,-0.70251,-0.85642,-1.3396,-1.6143,-1.4574,-1.3559,-1.4455,-1.4837,-1.5707,-1.6547,-1.119,-0.49547,-0.09697,-0.17091,-0.48287,-0.53424,-0.7805,-0.93697,-0.98885
